Churn,customer_SeniorCitizen,customer_tenure,account_Charges_Monthly,account_Charges_Total,customer_gender_Male,customer_Partner_Yes,customer_Dependents_Yes,phone_PhoneService_Yes,phone_MultipleLines_No phone service,phone_MultipleLines_Yes,internet_InternetService_Fiber optic,internet_InternetService_No,internet_OnlineSecurity_No internet service,internet_OnlineSecurity_Yes,internet_OnlineBackup_No internet service,internet_OnlineBackup_Yes,internet_DeviceProtection_No internet service,internet_DeviceProtection_Yes,internet_TechSupport_No internet service,internet_TechSupport_Yes,internet_StreamingTV_No internet service,internet_StreamingTV_Yes,internet_StreamingMovies_No internet service,internet_StreamingMovies_Yes,account_Contract_One year,account_Contract_Two year,account_PaperlessBilling_Yes,account_PaymentMethod_Credit card (automatic),account_PaymentMethod_Electronic check,account_PaymentMethod_Mailed check
0,0,1.0,0.8263681592039801,0.836087186809138,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0,0,0.7777777777777777,0.2666666666666666,0.29477938467207077,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0.986111111111111,0.7711442786069651,0.7886652542372882,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False
0,0,0.4722222222222222,0.4278606965174129,0.22950442151805456,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,1,0.013888888888888888,0.535820895522388,0.008301860722181283,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0.625,0.44228855721393034,0.3214236366985999,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
1,1,0.013888888888888888,0.0681592039800995,0.002890106853352985,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,0.6944444444444444,0.06915422885572137,0.15041221444362565,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,0.18055555555555555,0.7547263681592039,0.1399686809137804,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0.3194444444444444,0.6517412935323383,0.21301008658806195,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0,0.041666666666666664,0.015920398009950265,0.0065862196020633765,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,0,0.05555555555555555,0.020895522388059695,0.008791221444362564,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,0,0.013888888888888888,0.12189054726368159,0.0035118828297715553,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0.7638888888888888,0.8502487562189055,0.6513391212232867,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,0,0.75,0.021393034825870627,0.12557571849668386,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0,0.3611111111111111,0.013432835820895522,0.054330554532056013,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0.9583333333333333,0.014427860696517386,0.16084423360353725,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,0,0.5138888888888888,0.7258706467661692,0.37393492078113494,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
0,0,0.6805555555555555,0.021890547263681587,0.10373295873249817,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,0.9166666666666666,0.9706467661691541,0.9144885316875462,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False
0,0,0.9305555555555555,0.02288557213930348,0.15468404568901992,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,0.2777777777777778,0.2104477611940298,0.09503960943257186,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
0,0,0.5972222222222222,0.0681592039800995,0.1232210298452469,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False
0,0,0.7638888888888888,0.7119402985074627,0.571066691230656,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0.8194444444444444,0.7611940298507462,0.6445341285924835,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0,0.16666666666666666,0.020398009950248763,0.025849760501105382,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,0,0.375,0.572139303482587,0.22211219602063378,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,0.027777777777777776,0.30845771144278605,0.010489591009579956,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0.375,0.5965174129353233,0.23937799373618276,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,0,0.3472222222222222,0.07213930348258707,0.07260961680176863,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0,0.3472222222222222,0.4313432835820895,0.1854964996315402,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,0,0.40277777777777773,0.26616915422885573,0.14306028924097275,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True
0,0,1.0,0.6656716417910448,0.7272706337509213,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,0,0.19444444444444442,0.33034825870646767,0.08380734156226972,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,0,0.4861111111111111,0.8059701492537313,0.4066875460574798,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False
0,0,0.013888888888888888,0.25920398009950246,0.005100865880619013,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0.40277777777777773,0.7557213930348259,0.30024871039056744,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
0,0,0.8888888888888888,0.6268656716417911,0.6410683032424467,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,0,0.5416666666666666,0.8129353233830846,0.433792372881356,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
0,1,0.5555555555555556,0.7293532338308457,0.4229918938835667,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,0,0.5555555555555556,0.8582089552238806,0.4648178426676493,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
1,1,0.15277777777777776,0.763681592039801,0.12899548636698602,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.08333333333333333,0.31940298507462683,0.03621845062638173,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0.41666666666666663,0.46019900497512434,0.21744311901252766,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0,0,0.375,0.011442786069651711,0.061003131908621964,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
0,1,0.9722222222222222,0.8611940298507462,0.8415795412675019,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,0,0.7916666666666666,0.9069651741293533,0.7199590088430362,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,0,0.8055555555555555,0.3189054726368159,0.33144689572586594,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
0,0,0.2222222222222222,0.5288557213930348,0.1395656779661017,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0,0,0.9583333333333333,0.9726368159203981,0.9422036201179074,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
1,0,0.013888888888888888,0.015920398009950265,0.0022856024318349305,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
1,0,0.013888888888888888,0.8109452736318408,0.011485584008843037,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,1,0.4444444444444444,0.7532338308457711,0.3294779384672071,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
0,0,0.2222222222222222,0.7218905472636815,0.16606024318349302,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0.6805555555555555,0.6577114427860695,0.46740857590272666,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False
0,0,0.986111111111111,0.3980099502487562,0.47737426308032427,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0.4583333333333333,0.8885572139303483,0.41975635593220345,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0,0,0.1388888888888889,0.01691542288557213,0.021618229550479002,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
1,0,0.29166666666666663,0.9248756218905473,0.2667994657332351,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,0,0.5138888888888888,0.218407960199005,0.1668201915991157,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0.3611111111111111,0.672139303482587,0.2525849760501106,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0,0,0.6944444444444444,0.1706467661691542,0.2013748157700811,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
1,0,0.09722222222222221,0.553233830845771,0.05886721628592484,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0.8472222222222222,0.6950248756218904,0.6363704403095064,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0.20833333333333331,0.8268656716417909,0.17892755158437734,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,0,0.3611111111111111,0.2741293532338308,0.13206982313927784,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0,1.0,0.7601990049751244,0.7769148397199707,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.611111111111111,0.02238805970149252,0.09960505711127488,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0.9166666666666666,0.7079601990049752,0.6882023765659544,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1,0,0.027777777777777776,0.6766169154228856,0.02091585298452469,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,1,0.611111111111111,0.56318407960199,0.37629536661753876,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False
1,0,0.16666666666666666,0.7114427860696517,0.12117722918201919,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0.9583333333333333,0.9124378109452737,0.879035786661754,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
1,0,0.013888888888888888,0.6164179104477612,0.00923452468680914,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0.041666666666666664,0.015920398009950265,0.007340410832719235,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0.027777777777777776,0.717412935323383,0.021934874723655125,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,1,0.375,0.6786069651741293,0.27646577929255717,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0.3611111111111111,0.020398009950248763,0.05886721628592484,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
0,1,0.5416666666666666,0.8258706467661691,0.45471974023581435,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
1,0,0.3472222222222222,0.7606965174129353,0.27198093220338987,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
1,0,0.013888888888888888,0.5238805970149254,0.008163688282977158,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0.3055555555555555,0.3577114427860697,0.13272614222549745,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,0,1.0,0.9616915422885571,0.9783414701547534,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,0,0.3333333333333333,0.012935323383084563,0.054140567428150335,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,0,0.2638888888888889,0.6825870646766168,0.1801308032424466,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0,0.986111111111111,0.07064676616915422,0.21273374170965367,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,1,0.4583333333333333,0.9119402985074626,0.4254214259395726,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0.041666666666666664,0.01691542288557213,0.0066783345615327935,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0.6527777777777778,0.6860696517412935,0.4625840549005159,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0.861111111111111,0.8945273631840797,0.7859305913780399,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0.986111111111111,0.9756218905472637,0.9567923268238763,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,1,0.09722222222222221,0.7039800995024875,0.0697137527634488,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.375,0.5587064676616916,0.22710367538688286,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0.027777777777777776,0.01791044776119402,0.0038803426676492273,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0.3472222222222222,0.16716417910447756,0.09723309690493738,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,1,0.41666666666666663,0.5621890547263682,0.2431028924097274,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,1,0.8055555555555555,0.8681592039800995,0.7145242262343405,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,True,False,False
1,0,0.1388888888888889,0.6666666666666666,0.09848240604274135,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0,0.125,0.5666666666666667,0.07298383382461313,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,1,0.08333333333333333,0.6577114427860695,0.054681742815033164,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0,0.9583333333333333,0.6587064676616915,0.6734294399410465,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,1,0.9166666666666666,0.8373134328358208,0.7451927505526899,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
1,0,0.9722222222222222,0.9681592039800994,0.9358419307295507,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False
1,0,0.3472222222222222,0.07014925373134329,0.07787744104642595,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,0.6388888888888888,0.009950248756218888,0.09950718496683864,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,0,0.75,0.9592039800995026,0.6965618091378041,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
1,0,0.20833333333333331,0.8641791044776118,0.18224369012527636,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,0.16666666666666666,0.011442786069651711,0.022809966838614592,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0,0,0.3055555555555555,0.31940298507462683,0.12652565401621224,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.9722222222222222,0.3935323383084577,0.4650999447310244,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0.41666666666666663,0.6572139303482587,0.28078942520265293,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
0,0,0.986111111111111,0.8189054726368158,0.819103491156964,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False
0,0,0.41666666666666663,0.015422885572139305,0.06639761422254975,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
1,0,0.05555555555555555,0.6621890547263681,0.04282194178334562,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0.027777777777777776,0.6726368159203979,0.01926354089904201,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
0,0,0.1388888888888889,0.01691542288557213,0.025274042004421522,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,1,0.05555555555555555,0.5681592039800994,0.03148028739867355,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0.7222222222222222,0.3039800995024875,0.2941979089904201,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
1,0,0.06944444444444445,0.28756218905472636,0.025694316507000742,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0.1111111111111111,0.018905472636815884,0.019056282240235818,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,1,0.027777777777777776,0.25920398009950246,0.010282332350773768,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0.041666666666666664,0.6572139303482587,0.027064526529108332,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,0.2638888888888889,0.41094527363184075,0.13179347826086957,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,0,1.0,0.5114427860696518,0.5651540622697127,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,1,0.875,0.17761194029850746,0.26470385040530586,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0.9166666666666666,0.381592039800995,0.4363025055268976,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False
1,0,0.013888888888888888,0.5736318407960199,0.00873940677966102,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,0,0.8333333333333333,0.6064676616915423,0.54865972733972,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,0,0.6666666666666666,0.26616915422885573,0.25289010685335306,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
1,0,0.013888888888888888,0.6696517412935323,0.00985054347826087,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
1,0,0.20833333333333331,0.7472636815920397,0.1663423452468681,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.6944444444444444,0.9094527363184081,0.6224438098747238,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1.0,0.7109452736318408,0.7299304532056007,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,0.6388888888888888,0.6567164179104478,0.4430268975681651,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1.0,0.7402985074626866,0.775262527634488,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0.013888888888888888,0.014427860696517386,0.0022683308769344142,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0.013888888888888888,0.3169154228855721,0.005768699336772293,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,0.9305555555555555,0.7383084577114428,0.7070801860722182,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False
0,0,0.6666666666666666,0.6109452736318408,0.4456406595431099,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
0,0,1.0,0.9119402985074626,0.8778785924834194,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,0,0.7222222222222222,0.6283582089552239,0.5013874815770082,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False
0,0,0.9305555555555555,0.32139303482587056,0.39514439019896835,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1,0,0.38888888888888884,0.6248756218905472,0.2564365327929256,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0,0.4444444444444444,0.4398009950248757,0.2355321941783346,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.375,0.5666666666666667,0.22215249631540165,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0.041666666666666664,0.7179104477611941,0.030910326086956524,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,0,0.027777777777777776,0.6706467661691543,0.020898581429624172,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
